,gesture,real,match,LR,FA1,2,3,4,5,FD1,2,3,4,5,HA1,2,3,4,5
15,1,1,R,True,2.422,0.879,0.719,0.959,1.307,1.239,0.855,0.725,0.911,1.374,0.808,2.207,2.593,2.459,2.46
16,2,2,R,True,3.069,1.167,1.203,1.236,1.802,1.825,1.535,1.165,1.183,1.714,0.211,2.71,2.596,2.611,2.423
17,3,3,R,True,3.062,2.774,1.151,1.18,1.728,1.769,2.415,1.068,1.054,1.358,0.219,0.408,2.354,2.436,2.324
18,4,4,R,True,2.956,2.998,3.007,1.459,1.679,1.599,2.126,2.16,1.783,1.847,0.265,0.209,0.231,2.219,2.153
19,5,5,R,True,3.012,3.039,3.014,2.998,1.604,1.705,2.163,2.205,2.356,1.949,0.292,0.169,0.122,0.063,1.923
20,6,6,R,True,2.994,3.063,2.995,3.036,3.09,1.783,2.27,2.342,2.391,2.366,0.245,0.199,0.092,0.02,0.121
21,7,7,R,True,1.753,3.021,3.129,3.05,3.0,0.526,2.28,2.377,2.486,2.44,1.494,0.275,0.131,0.118,0.091
22,8,8,R,True,2.415,0.934,3.033,3.058,2.895,0.738,1.22,2.304,2.429,2.336,0.887,2.125,0.194,0.113,0.267
23,9,9,R,True,2.546,0.486,1.249,2.843,2.823,0.857,0.836,1.371,1.899,2.314,0.835,2.417,1.967,0.464,0.214
24,0,10,R,False,2.809,0.932,1.181,1.002,2.767,1.292,1.156,1.53,1.347,2.193,0.574,2.266,2.289,2.314,0.211
25,11,11,R,True,2.064,3.015,2.932,1.685,1.768,0.722,2.169,2.35,1.74,1.87,1.197,0.218,0.232,2.103,2.068
26,12,12,R,True,3.066,2.793,1.723,1.558,2.732,1.74,2.088,1.973,1.97,2.059,0.21,0.663,2.585,2.531,0.135
27,13,13,R,True,2.345,2.897,1.603,1.672,2.492,0.909,2.179,1.352,1.28,1.562,0.9,0.374,2.198,2.268,2.167
28,7,14,R,False,1.96,2.976,3.07,2.994,2.126,0.656,2.307,2.391,2.392,2.22,1.265,0.262,0.132,0.257,1.851
29,1,1,R,True,2.371,1.027,1.029,1.175,1.636,1.099,1.08,0.99,1.091,1.395,0.881,2.492,2.6,2.612,2.494
30,2,2,R,True,3.023,1.619,1.48,1.459,2.338,1.892,1.624,1.242,1.246,1.514,0.169,2.571,2.539,2.655,2.264
31,3,3,R,True,2.999,2.68,1.576,1.474,1.927,1.917,2.457,1.219,1.135,1.295,0.087,0.3,2.277,2.41,2.238
32,4,4,R,True,2.947,2.961,2.951,1.432,1.692,1.691,2.163,2.112,1.67,1.779,0.201,0.204,0.245,2.402,2.384
33,5,5,R,True,3.047,3.056,3.047,3.064,1.986,1.784,2.145,2.265,2.193,1.954,0.305,0.144,0.083,0.151,1.666
34,6,6,R,True,2.986,3.093,2.997,3.067,3.065,1.756,2.316,2.427,2.451,2.343,0.205,0.181,0.065,0.032,0.131
35,7,7,R,True,1.538,3.056,3.096,3.061,3.018,0.482,2.173,2.332,2.421,2.401,1.705,0.311,0.132,0.099,0.148
36,8,8,R,True,2.432,1.182,3.033,3.065,2.959,0.851,1.49,2.347,2.343,2.209,0.841,1.904,0.207,0.115,0.246
37,0,9,R,False,2.716,1.096,1.56,2.723,2.98,1.019,0.924,1.559,1.574,2.59,0.556,1.228,2.082,0.579,0.093
38,0,10,R,False,2.795,1.341,1.471,1.14,2.692,1.381,1.667,1.824,1.573,2.107,0.591,2.4,2.437,2.433,0.214
39,11,11,R,True,1.999,2.984,2.853,1.671,1.817,0.688,2.215,2.298,1.764,1.892,1.243,0.213,0.217,2.164,2.126
40,12,12,R,True,3.03,2.969,1.394,1.33,2.813,1.801,2.21,1.703,1.663,2.069,0.293,0.542,2.536,2.462,0.272
41,13,13,R,True,2.303,2.988,1.839,1.86,2.45,0.813,2.183,1.528,1.428,1.682,0.958,0.402,2.142,2.28,2.233
42,7,14,R,False,1.699,2.951,3.063,2.878,2.062,0.493,2.349,2.446,2.466,2.196,1.541,0.294,0.136,0.205,1.973
43,1,1,L,True,2.176,1.326,1.634,1.643,2.262,1.462,1.243,1.135,1.213,1.565,0.983,2.359,2.12,2.406,2.578
44,3,2,L,False,3.038,1.717,2.008,1.892,2.322,1.918,1.538,1.285,1.333,1.717,0.149,2.546,2.038,2.207,2.135
45,4,3,L,False,2.848,2.948,2.295,1.879,2.23,2.033,2.313,1.679,1.298,1.553,0.011,0.562,1.942,2.231,2.481
46,4,4,L,True,3.14,2.961,2.934,1.349,1.606,1.776,2.178,2.021,1.473,1.797,0.281,0.168,0.244,1.897,1.937
47,5,5,L,True,2.907,3.053,3.044,3.064,1.945,1.954,2.219,2.25,2.349,1.643,0.481,0.245,0.129,0.346,1.302
48,6,6,L,True,2.986,3.048,3.109,3.112,3.12,2.012,2.242,2.251,2.343,2.318,0.469,0.195,0.081,0.044,0.062
49,7,7,L,True,1.941,2.94,3.074,3.08,3.104,0.726,2.256,2.319,2.423,2.363,1.368,0.192,0.118,0.048,0.129
50,8,8,L,True,2.546,1.069,2.95,3.012,3.005,1.056,1.404,2.137,2.306,2.285,0.71,2.131,0.233,0.09,0.12
51,10,9,L,False,2.304,1.108,1.168,0.922,2.939,0.934,1.427,1.576,1.204,2.362,1.058,2.078,2.19,2.089,0.08
52,10,10,L,True,2.323,0.973,1.123,0.804,3.022,1.041,1.396,1.622,1.298,2.229,1.003,2.287,2.323,2.356,0.14
53,11,11,L,True,2.218,2.973,3.037,1.381,1.468,1.003,2.207,2.209,1.338,1.327,1.06,0.134,0.218,1.483,1.355
54,12,12,L,True,3.134,2.858,1.653,1.554,2.865,1.969,2.102,1.76,1.688,2.167,0.383,0.54,2.327,2.331,0.129
55,13,13,L,True,2.119,2.966,1.935,1.829,2.05,1.007,2.093,1.785,1.629,1.825,1.112,0.406,1.927,2.247,2.306
56,14,14,L,True,2.103,2.992,3.04,2.947,1.43,0.946,2.247,2.289,2.334,1.592,1.325,0.152,0.103,0.089,1.748
57,1,1,L,True,2.176,1.607,1.47,1.385,1.874,1.263,1.332,1.242,1.274,1.587,0.989,1.91,2.219,2.536,2.595
58,2,2,L,True,2.964,1.491,1.638,1.709,2.284,1.895,1.254,1.11,1.188,1.584,0.476,2.63,2.106,2.216,2.01
59,3,3,L,True,3.007,2.771,1.751,1.492,1.897,2.227,2.133,1.385,1.176,1.384,0.225,0.648,2.157,2.508,2.647
60,4,4,L,True,2.981,2.988,2.916,1.259,1.657,1.623,2.172,2.013,1.305,1.812,0.396,0.165,0.297,1.956,2.09
61,6,5,L,False,2.684,2.969,2.977,2.995,2.067,1.673,2.151,2.241,2.214,1.683,0.547,0.325,0.206,0.366,1.159
62,6,6,L,True,2.923,3.042,3.063,3.069,3.092,1.885,2.258,2.28,2.384,2.333,0.531,0.173,0.11,0.069,0.135
63,7,7,L,True,2.001,2.967,3.052,3.073,3.107,0.727,2.189,2.308,2.478,2.377,1.292,0.155,0.146,0.059,0.144
64,8,8,L,True,2.378,1.336,2.788,2.8,2.857,1.272,1.799,2.055,2.102,2.125,0.855,2.13,0.269,0.085,0.111
65,10,9,L,False,2.266,1.08,1.094,0.882,3.048,1.001,1.37,1.597,1.295,2.343,1.053,2.055,2.343,2.214,0.053
66,10,10,L,True,2.361,1.381,1.461,1.178,2.891,1.068,1.681,2.024,1.805,2.131,0.959,2.169,2.369,2.442,0.146
67,11,11,L,True,1.893,2.959,2.982,1.388,1.554,0.67,2.154,2.097,1.475,1.581,1.337,0.087,0.194,1.658,1.543
68,12,12,L,True,3.107,2.848,1.632,1.584,2.866,1.953,2.134,1.677,1.634,2.179,0.385,0.604,2.283,2.293,0.144
69,13,13,L,True,2.178,2.891,1.96,1.808,2.111,1.2,2.245,1.527,1.432,1.549,1.103,0.503,2.128,2.506,2.555
70,14,14,L,True,2.095,2.938,3.023,2.882,1.659,0.635,2.273,2.295,2.25,1.86,1.505,0.185,0.101,0.206,2.04
71,0,1,R,False,2.805,2.378,2.209,1.87,2.201,1.884,1.824,1.624,1.516,1.609,0.402,1.658,1.729,1.947,1.499
72,2,2,L,True,2.831,1.589,1.765,1.695,2.094,1.67,1.299,1.184,1.221,1.536,0.539,2.543,2.124,2.293,2.186
73,3,3,L,True,2.942,2.758,1.872,1.455,1.744,1.934,2.197,1.42,1.183,1.456,0.401,0.594,1.989,2.419,2.644
74,4,4,L,True,2.858,3.052,2.957,1.494,1.595,1.461,2.132,1.99,1.449,1.561,0.528,0.117,0.245,1.541,1.542
75,7,5,L,False,2.543,2.957,2.976,2.958,2.073,1.647,2.194,2.297,2.286,1.717,0.703,0.332,0.191,0.398,1.138
76,6,6,L,True,2.874,3.052,3.049,3.043,3.076,1.885,2.244,2.287,2.371,2.329,0.568,0.18,0.119,0.048,0.063
77,7,7,L,True,1.993,2.93,3.034,3.065,3.135,0.752,2.242,2.272,2.431,2.346,1.296,0.213,0.176,0.084,0.108
78,8,8,L,True,2.574,1.227,2.939,3.023,2.983,1.152,1.558,2.128,2.155,2.262,0.669,2.054,0.286,0.065,0.157
79,10,9,L,False,2.298,0.831,1.153,0.879,3.007,1.061,1.234,1.574,0.781,2.402,0.988,2.41,2.338,1.105,0.172
80,10,10,L,True,2.313,1.109,1.222,0.973,2.903,1.049,1.282,1.599,1.424,2.148,1.011,2.107,2.284,2.369,0.12
81,11,11,L,True,2.106,2.939,2.972,1.282,1.44,0.706,2.16,2.195,1.27,1.386,1.184,0.091,0.208,1.748,1.726
82,12,12,L,True,3.096,2.998,1.631,1.567,2.929,1.995,2.202,1.656,1.694,2.198,0.38,0.497,2.193,2.205,0.093
83,13,13,L,True,2.079,2.929,1.781,1.607,1.914,0.92,2.069,1.62,1.48,1.759,1.142,0.337,1.813,2.138,2.179
84,14,14,L,True,1.989,2.984,3.032,2.953,1.475,0.729,2.27,2.241,2.326,1.624,1.417,0.123,0.12,0.152,1.744
